State,StateKey,Variant,AlertId,Strength,Suggested,CapLines,DecayDraws,Badges,Canonical,ImpliedSet,Evidence,Winner Midday,Winner Evening,Midday Hits,Evening Hits
Connecticut,Connecticut4,Evening,A05,4,STR8_3,3,2,PERM/HP4,244,"[""244"",""424"",""442""]","{""horiz_span"":4,""orders_modal_value"":""244"",""orders_modal_rows"":3,""lane_size"":3,""stable_scores_relpath"":""Connecticut4/stable/Connecticut4/Connecticut4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw4"",""stable_column"":""1"",""stable_family_id"":""31"",""stable_why"":""straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4""}",281,835,-,-
Delaware,Delaware4,Midday,A05,4,STR8_3,3,2,PERM/HP3,066,"[""066"",""606"",""660""]","{""horiz_span"":3,""orders_modal_value"":""066"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Delaware4/stable/Delaware4/Delaware4_stable_patterns_scores.csv"",""stable_section"":""Midday"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""6.0"",""stable_why"":""straight|cov4|hp_repeat3|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3""}",979,127,-,-
Florida,Florida4,Evening,A05,4,STR8_3,3,2,PERM/HP5,003,"[""003"",""030"",""300""]","{""horiz_span"":5,""orders_modal_value"":""003"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Florida4/stable/Florida4/Florida4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""2"",""stable_family_id"":""4"",""stable_why"":""straight|cov4|hp_repeat5|vstr2|vstr3|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain4""}",330,924,-,-
Indiana,Indiana4,Evening,A05,4,STR8_3,3,2,PERM/HP7,224,"[""224"",""242"",""422""]","{""horiz_span"":7,""orders_modal_value"":""224"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Indiana4/stable/Indiana4/Indiana4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""28.0"",""stable_why"":""straight|cov4|hp_repeat7|vstr2|vstr3|cons_full|hot2|cons_3v|hidden3v|double_mirror|vtrac_straight|draw_chain7""}",174,702,-,-
Michigan,Michigan4,Midday,A05,4,STR8_3,3,2,PERM/HP2,077,"[""077"",""707"",""770""]","{""horiz_span"":2,""orders_modal_value"":""077"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Michigan4/stable/Michigan4/Michigan4_stable_patterns_scores.csv"",""stable_section"":""Midday"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""10.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3""}",309,700,-,-
New Jersey,NewJersey4,Combined,A05,4,STR8_3,3,2,PERM/HP2,006,"[""006"",""060"",""600""]","{""horiz_span"":2,""orders_modal_value"":""006"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""NewJersey4/stable/NewJersey4/NewJersey4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""2.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3""}",985,887,-,-
New York,NewYork4,Combined,A05,4,STR8_3,3,2,PERM/HP5,499,"[""499"",""949"",""994""]","{""horiz_span"":5,""orders_modal_value"":""994"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""NewYork4/stable/NewYork4/NewYork4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""35.0"",""stable_why"":""straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7""}",202,968,-,-
North Carolina,NorthCarolina4,Midday,A05,4,STR8_3,3,2,PERM/HP4,244,"[""244"",""424"",""442""]","{""horiz_span"":4,""orders_modal_value"":""244"",""orders_modal_rows"":3,""lane_size"":3,""stable_scores_relpath"":""NorthCarolina4/stable/NorthCarolina4/NorthCarolina4_stable_patterns_scores.csv"",""stable_section"":""Midday"",""stable_set"":""Set1"",""stable_draw"":""Draw3"",""stable_column"":""2"",""stable_family_id"":""31"",""stable_why"":""straight|cov3|hp_repeat4|vstr2|vstr3|hot2|double_mirror|vtrac_straight|set_chain2|draw_chain4""}",765,153,-,-
Ohio,Ohio4,Midday,A05,4,STR8_3,3,2,PERM/HP5,003,"[""003"",""030"",""300""]","{""horiz_span"":5,""orders_modal_value"":""003"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Ohio4/stable/Ohio4/Ohio4_stable_patterns_scores.csv"",""stable_section"":""Midday"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""4.0"",""stable_why"":""straight|cov4|hp_repeat5|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight|draw_chain5""}",976,199,-,-
Ontario,OntarioCanada4,Evening,A05,4,STR8_3,3,2,PERM/HP7,229,"[""229"",""292"",""922""]","{""horiz_span"":7,""orders_modal_value"":""922"",""orders_modal_rows"":3,""lane_size"":3,""stable_scores_relpath"":""OntarioCanada4/stable/OntarioCanada4/OntarioCanada4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""2"",""stable_family_id"":""28.0"",""stable_why"":""straight|cov3|hp_repeat7|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain7""}",918,616,-,-
Pennsylvania,Pennsylvania4,Combined,A05,4,STR8_3,3,2,PERM/HP2,003,"[""003"",""030"",""300""]","{""horiz_span"":2,""orders_modal_value"":""003"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""Pennsylvania4/stable/Pennsylvania4/Pennsylvania4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""4.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3""}",398,570,-,-
Puerto Rico,PuertoRico4,Evening,A05,4,STR8_3,3,2,PERM/HP5,244,"[""244"",""424"",""442""]","{""horiz_span"":5,""orders_modal_value"":""244"",""orders_modal_rows"":3,""lane_size"":3,""stable_scores_relpath"":""PuertoRico4/stable/PuertoRico4/PuertoRico4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw3"",""stable_column"":""1"",""stable_family_id"":""31.0"",""stable_why"":""straight|cov3|hp_repeat5|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7""}",-,-,-,-
South Carolina,SouthCarolina4,Evening,A05,4,STR8_3,3,2,PERM/HP7,044,"[""044"",""404"",""440""]","{""horiz_span"":7,""orders_modal_value"":""044"",""orders_modal_rows"":4,""lane_size"":3,""stable_scores_relpath"":""SouthCarolina4/stable/SouthCarolina4/SouthCarolina4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set3"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""15.0"",""stable_why"":""straight|cov4|hp_repeat7|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3""}",-,675,-,-
Virginia,Virginia4,Combined,A05,4,STR8_3,3,2,PERM/HP4,559,"[""559"",""595"",""955""]","{""horiz_span"":4,""orders_modal_value"":""559"",""orders_modal_rows"":3,""lane_size"":3,""stable_scores_relpath"":""Virginia4/stable/Virginia4/Virginia4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw4"",""stable_column"":""1"",""stable_family_id"":""5.0"",""stable_why"":""straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain6""}",793,938,-,-
Florida,Florida4,Midday,A08,4,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":3,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",330,924,-,-
Virginia,Virginia4,Evening,A08,4,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":3,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",793,938,-,-
Connecticut,Connecticut4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",281,835,-,-
Connecticut,Connecticut4,Midday,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A04"",""variant"":""Midday"",""canonical"":""057""}],""base_candidate_present"":1}",281,835,-,-
Delaware,Delaware4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",979,127,-,-
Florida,Florida4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",330,924,-,-
Florida,Florida4,Evening,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A04"",""variant"":""Evening"",""canonical"":""037""}],""base_candidate_present"":1}",330,924,-,-
New York,NewYork4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A11"",""variant"":""Combined"",""canonical"":""499""}],""base_candidate_present"":1}",202,968,-,-
New York,NewYork4,Evening,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A04"",""variant"":""Evening"",""canonical"":""459""}],""base_candidate_present"":1}",202,968,-,-
North Carolina,NorthCarolina4,Midday,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[],""base_candidate_present"":0}",765,153,-,-
Ontario,OntarioCanada4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A04"",""variant"":""Combined"",""canonical"":""059""},{""alert_id"":""A11"",""variant"":""Combined"",""canonical"":""009""}],""base_candidate_present"":1}",918,616,-,-
Ontario,OntarioCanada4,Midday,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A01"",""variant"":""Midday"",""canonical"":""049""}],""base_candidate_present"":1}",918,616,-,-
Virginia,Virginia4,Combined,A08,3,OVERLAY,0,2,BA/TEMPO,-,,"{""ba_score"":2,""pairs_remaining"":0,""promoter_only"":1,""requires_base_box"":1,""base_candidates"":[{""alert_id"":""A04"",""variant"":""Combined"",""canonical"":""249""}],""base_candidate_present"":1}",793,938,-,-
New York,NewYork4,Midday,A09,4,STR8_8,8,1,VTRAC/REP,-,"[""023"",""028"",""073"",""078"",""523"",""528"",""573"",""578""]","{""current_index"":11,""vtrac_index"":11,""current_streak"":2,""vcode"":""v134"",""lane_size"":8}",202,968,-,-
New York,NewYork4,Combined,A10,4,STR8_3,3,3,DBL/RANK1,001,"[""001"",""010"",""100""]","{""due_doubles_rank"":1,""due_doubles_canonical"":""001"",""due_doubles_gap"":1000,""due_doubles_unseen"":true,""due_doubles_family"":""0/5-1/6""}",202,968,-,-
Florida,Florida4,Combined,A10,3,STR8_3,3,3,DBL/RANK2,008,"[""008"",""080"",""800""]","{""due_doubles_rank"":2,""due_doubles_canonical"":""008"",""due_doubles_gap"":1000,""due_doubles_unseen"":true,""due_doubles_family"":""0/5-3/8""}",330,924,-,-
North Carolina,NorthCarolina4,Combined,A10,3,STR8_3,3,3,DBL/RANK3,455,"[""455"",""545"",""554""]","{""due_doubles_rank"":3,""due_doubles_canonical"":""455"",""due_doubles_gap"":1000,""due_doubles_unseen"":true,""due_doubles_family"":""0/5-4/9""}",765,153,-,-
Indiana,Indiana4,Combined,A11,5,BOX,12,2,HOT/CONS,002,"[""002"",""020"",""200""]","{""triad"":""135"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical5,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":36.65,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set2"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""02"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""Indiana4/stable/Indiana4/Indiana4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set3"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""3.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3""}",174,702,-,-
Michigan,Michigan4,Combined,A11,5,BOX,12,2,HOT/CONS,007,"[""007"",""070"",""700""]","{""triad"":""028"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":35.25,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set1"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""07"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""Michigan4/stable/Michigan4/Michigan4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""3.0"",""stable_why"":""straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain4""}",309,700,-,Boxed
New Jersey,NewJersey4,Combined,A11,5,BOX,12,2,HOT/CONS,006,"[""006"",""060"",""600""]","{""triad"":""455"",""col"":""1"",""evidence_tags"":""col1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":34.95,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set2"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""06"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""NewJersey4/stable/NewJersey4/NewJersey4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""2.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3""}",985,887,-,-
New York,NewYork4,Combined,A11,5,BOX,12,2,HOT/CONS,499,"[""499"",""949"",""994""]","{""triad"":""026"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":36.15,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set2"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""44"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""NewYork4/stable/NewYork4/NewYork4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""35.0"",""stable_why"":""straight|cov4|hp_repeat5|vstr2|vstr3|mirror|cons_full|hot2|cons_3v|double_mirror|vtrac_straight|set_chain3|draw_chain7""}",202,968,-,-
Ohio,Ohio4,Combined,A11,5,BOX,12,2,HOT/CONS,033,"[""033"",""303"",""330""]","{""triad"":""899"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"",""star_level"":2,""a11_star_score"":34.95,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set1"",""stub_draw"":""Draw2"",""stub_column"":""1"",""stub_canonical"":""33"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""Ohio4/stable/Ohio4/Ohio4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw2"",""stable_column"":""1"",""stable_family_id"":""13.0"",""stable_why"":""straight|cov4|hp_repeat4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight|draw_chain3""}",976,199,-,-
Ontario,OntarioCanada4,Combined,A11,5,BOX,12,2,HOT/CONS,009,"[""009"",""090"",""900""]","{""triad"":""678"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vertical5,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":36.35,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set3"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""09"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""OntarioCanada4/stable/OntarioCanada4/OntarioCanada4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""5.0"",""stable_why"":""boxed|cov4|hp_repeat7|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7""}",918,616,-,-
Pennsylvania,Pennsylvania4,Combined,A11,5,BOX,12,2,HOT/CONS,003,"[""003"",""030"",""300""]","{""triad"":""667"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"",""star_level"":2,""a11_star_score"":36.25,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set1"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""08"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""Pennsylvania4/stable/Pennsylvania4/Pennsylvania4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""4.0"",""stable_why"":""straight|cov4|hp_repeat2|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|double_mirror|vtrac_straight|set_chain3""}",398,570,-,-
Puerto Rico,PuertoRico4,Combined,A11,5,BOX,12,2,HOT/CONS,024,"[""024"",""042"",""204"",""240"",""402"",""420""]","{""triad"":""155"",""col"":""1"",""evidence_tags"":""col1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":36.45,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set2"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""24"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""PuertoRico4/stable/PuertoRico4/PuertoRico4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set2"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""12.0"",""stable_why"":""straight|cov4|hp_repeat7|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|vtrac_straight|set_chain3""}",-,-,-,-
South Carolina,SouthCarolina4,Combined,A11,5,BOX,12,2,HOT/CONS,005,"[""005"",""050"",""500""]","{""triad"":""478"",""col"":""1"",""evidence_tags"":""col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"",""star_level"":2,""a11_star_score"":34.95,""canon_source"":""stable_attach"",""stub_section"":""Combined"",""stub_set"":""Set1"",""stub_draw"":""Draw1"",""stub_column"":""1"",""stub_canonical"":""05"",""stub_type"":""consensus_stub"",""stable_scores_relpath"":""SouthCarolina4/stable/SouthCarolina4/SouthCarolina4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""1.0"",""stable_why"":""straight|cov4|vstr2|vstr3|mirror|cons_full|hot2|dom_last|cons_3v|double_mirror|vtrac_straight""}",-,675,-,-
Delaware,Delaware4,Evening,A12,3,STR8_4of8,5,2,PERM/CLAMP,338,"[""833"",""838"",""883"",""888""]","{""order_dominance"":0.75,""orders_modal_value"":""833"",""orders_modal_rows"":3,""rowcov"":4,""clamp_rule"":""STR8_4of8:first_digit"",""lane_size"":4,""stable_scores_relpath"":""Delaware4/stable/Delaware4/Delaware4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw2"",""stable_column"":""1"",""stable_family_id"":""32.0"",""stable_why"":""boxed|cov4|hp_repeat6|vstr2|vstr3|mirror|hot2|dom_last|perm2|hidden3v|double_mirror|draw_chain6""}",979,127,-,-
New York,NewYork4,Evening,A12,3,STR8_4of8,5,2,PERM/CLAMP,459,"[""544"",""549"",""594"",""599""]","{""order_dominance"":0.75,""orders_modal_value"":""594"",""orders_modal_rows"":3,""rowcov"":4,""clamp_rule"":""STR8_4of8:first_digit"",""lane_size"":4,""stable_scores_relpath"":""NewYork4/stable/NewYork4/NewYork4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw2"",""stable_column"":""1"",""stable_family_id"":""15.0"",""stable_why"":""boxed|cov4|hp_repeat6|vstr2|vstr3|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain3""}",202,968,-,-
North Carolina,NorthCarolina4,Evening,A12,3,STR8_4of8,5,2,PERM/CLAMP,455,"[""504"",""509"",""554"",""559""]","{""order_dominance"":0.75,""orders_modal_value"":""554"",""orders_modal_rows"":3,""rowcov"":4,""clamp_rule"":""STR8_4of8:first_digit"",""lane_size"":4,""stable_scores_relpath"":""NorthCarolina4/stable/NorthCarolina4/NorthCarolina4_stable_patterns_scores.csv"",""stable_section"":""Evening"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""5"",""stable_why"":""boxed|cov4|hp_repeat7|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|draw_chain7""}",765,153,-,-
Ohio,Ohio4,Combined,A12,3,STR8_4of8,5,2,PERM/CLAMP,335,"[""533"",""538"",""583"",""588""]","{""order_dominance"":0.75,""orders_modal_value"":""533"",""orders_modal_rows"":3,""rowcov"":4,""clamp_rule"":""STR8_4of8:first_digit"",""lane_size"":4,""stable_scores_relpath"":""Ohio4/stable/Ohio4/Ohio4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw3"",""stable_column"":""1"",""stable_family_id"":""13.0"",""stable_why"":""boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|dom_last|perm2|double_mirror|draw_chain5""}",976,199,-,-
Virginia,Virginia4,Combined,A12,3,STR8_4of8,5,2,PERM/CLAMP,455,"[""504"",""509"",""554"",""559""]","{""order_dominance"":0.75,""orders_modal_value"":""554"",""orders_modal_rows"":3,""rowcov"":4,""clamp_rule"":""STR8_4of8:first_digit"",""lane_size"":4,""stable_scores_relpath"":""Virginia4/stable/Virginia4/Virginia4_stable_patterns_scores.csv"",""stable_section"":""Combined"",""stable_set"":""Set1"",""stable_draw"":""Draw1"",""stable_column"":""1"",""stable_family_id"":""5.0"",""stable_why"":""boxed|cov4|hp_repeat7|vstr2|vstr3|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7""}",793,938,-,-
